case_type,model,split,article_id,event_trading_date,ticker,category,sentiment_label,general_sentiment,y_true,y_pred,absolute_error,title
lowest_error,GNN Correlation Only,test,N053957,2025-11-28,DIG,other,neutral,0.0,0.0205043815076351,0.020525075,2.0693492364901037e-05,DIG: Th&#244;ng b&#225;o giao dịch cổ phiếu của người nội bộ B&#249;i Văn Sự
lowest_error,GNN Correlation Only,test,N053958,2025-11-28,DIG,other,neutral,0.0,0.0205043815076351,0.020525075,2.0693492364901037e-05,DIG: Thông báo giao dịch cổ phiếu của người nội bộ Bùi Văn Sự
lowest_error,GNN Correlation Only,test,N053958,2025-11-28,DIG,other,neutral,0.0,0.0205043815076351,0.02052509,2.070849236490008e-05,DIG: Thông báo giao dịch cổ phiếu của người nội bộ Bùi Văn Sự
lowest_error,GNN Correlation Only,test,N053957,2025-11-28,DIG,other,neutral,0.0,0.0205043815076351,0.02052509,2.070849236490008e-05,DIG: Th&#244;ng b&#225;o giao dịch cổ phiếu của người nội bộ B&#249;i Văn Sự
lowest_error,GNN Correlation Only,test,N053882,2025-11-27,VGI,other,neutral,0.0,0.0155688133090734,0.015589751,2.093769092660104e-05,Hợp tác chiến lược thúc đẩy chuyển đổi số toàn diện giữa TPBank và Viettel
highest_error,GNN Correlation Only,test,N049535,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12510 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_error,GNN Correlation Only,test,N049536,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12511 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_error,GNN Correlation Only,test,N049536,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12511 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_error,GNN Correlation Only,test,N049537,2025-08-18,VPB,other,positive,1.0,0.0737645924091339,0.014672853,0.0590917394091339,"Pháp lý khơi thông nhờ Nghị quyết 42, chất lượng tài sản VPBank tiếp đà cải thiện"
highest_error,GNN Correlation Only,test,N049535,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12510 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_error,GNN Correlation Only,test,N049537,2025-08-18,VPB,other,positive,1.0,0.0737645924091339,0.014672853,0.0590917394091339,"Pháp lý khơi thông nhờ Nghị quyết 42, chất lượng tài sản VPBank tiếp đà cải thiện"
highest_error,GNN Correlation Only,test,N049542,2025-08-19,BSR,market_industry,positive,1.0,0.0664263442158699,0.011621095,0.0548052492158699,BSR tím trần 3 phiên liên tiếp sau thông báo khởi động “chia thưởng”
highest_error,GNN Correlation Only,test,N049542,2025-08-19,BSR,market_industry,positive,1.0,0.0664263442158699,0.011621095,0.0548052492158699,BSR tím trần 3 phiên liên tiếp sau thông báo khởi động “chia thưởng”
highest_error,GNN Correlation Only,test,N049541,2025-08-19,BSR,market_industry,positive,1.0,0.0664263442158699,0.011621095,0.0548052492158699,BSR t&#237;m trần 3 phi&#234;n li&#234;n tiếp sau th&#244;ng b&#225;o khởi động “chia thưởng”
highest_error,GNN Correlation Only,test,N049541,2025-08-19,BSR,market_industry,positive,1.0,0.0664263442158699,0.011621095,0.0548052492158699,BSR t&#237;m trần 3 phi&#234;n li&#234;n tiếp sau th&#244;ng b&#225;o khởi động “chia thưởng”
highest_error,GNN Correlation Only,test,N049564,2025-08-19,VPB,market_industry,neutral,0.0,0.0676737129688263,0.012918524,0.0547551889688262,"Theo dấu dòng tiền cá mập 19/08: Tự doanh gom ròng VPB hơn 860 tỷ, khối ngoại bán MWG mạnh nhất"
highest_error,GNN Correlation Only,test,N049582,2025-08-19,VPB,market_industry,positive,1.0,0.0676737129688263,0.012918524,0.0547551889688262,Thị trường chứng quyền ngày 20/08/2025: Nhóm chứng quyền thuộc VPB bứt phá
highest_error,GNN Correlation Only,test,N049564,2025-08-19,VPB,market_industry,neutral,0.0,0.0676737129688263,0.012918524,0.0547551889688262,"Theo dấu dòng tiền cá mập 19/08: Tự doanh gom ròng VPB hơn 860 tỷ, khối ngoại bán MWG mạnh nhất"
highest_error,GNN Correlation Only,test,N049582,2025-08-19,VPB,market_industry,positive,1.0,0.0676737129688263,0.012918524,0.0547551889688262,Thị trường chứng quyền ngày 20/08/2025: Nhóm chứng quyền thuộc VPB bứt phá
highest_error,GNN Correlation Only,test,N049473,2025-08-18,BSR,capital_issuance,neutral,0.0,0.0688463225960731,0.016660176,0.052186146596073,"BSR chuẩn bị chia cổ phiếu thưởng, tăng vốn điều lệ thêm 50 ngàn tỷ"
highest_realized_volatility,GNN Correlation Only,test,N049537,2025-08-18,VPB,other,positive,1.0,0.0737645924091339,0.014672853,0.0590917394091339,"Pháp lý khơi thông nhờ Nghị quyết 42, chất lượng tài sản VPBank tiếp đà cải thiện"
highest_realized_volatility,GNN Correlation Only,test,N049535,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12510 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_realized_volatility,GNN Correlation Only,test,N049537,2025-08-18,VPB,other,positive,1.0,0.0737645924091339,0.014672853,0.0590917394091339,"Pháp lý khơi thông nhờ Nghị quyết 42, chất lượng tài sản VPBank tiếp đà cải thiện"
highest_realized_volatility,GNN Correlation Only,test,N049536,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12511 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_realized_volatility,GNN Correlation Only,test,N049536,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12511 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_realized_volatility,GNN Correlation Only,test,N049535,2025-08-18,VPB,debt_bond,neutral,0.0,0.0737645924091339,0.014672853,0.0590917394091339,CBTT về việc đăng ký giao dịch trái phiếu VPB12510 của NH TMCP VIỆT NAM THỊNH VƯỢNG
highest_realized_volatility,GNN Correlation Only,test,N049473,2025-08-18,BSR,capital_issuance,neutral,0.0,0.0688463225960731,0.016660176,0.052186146596073,"BSR chuẩn bị chia cổ phiếu thưởng, tăng vốn điều lệ thêm 50 ngàn tỷ"
highest_realized_volatility,GNN Correlation Only,test,N049473,2025-08-18,BSR,capital_issuance,neutral,0.0,0.0688463225960731,0.016660176,0.052186146596073,"BSR chuẩn bị chia cổ phiếu thưởng, tăng vốn điều lệ thêm 50 ngàn tỷ"
highest_realized_volatility,GNN Correlation Only,test,N049472,2025-08-18,BSR,capital_issuance,neutral,0.0,0.0688463225960731,0.016660176,0.052186146596073,"BSR chuẩn bị chia cổ phiếu thưởng, tăng vốn điều lệ th&#234;m 50 ng&#224;n tỷ"
highest_realized_volatility,GNN Correlation Only,test,N049472,2025-08-18,BSR,capital_issuance,neutral,0.0,0.0688463225960731,0.016660176,0.052186146596073,"BSR chuẩn bị chia cổ phiếu thưởng, tăng vốn điều lệ th&#234;m 50 ng&#224;n tỷ"
highest_realized_volatility,GNN Correlation Only,test,N054957,2025-12-22,VHM,project_contract,neutral,0.0,0.0679965540766716,0.025367625,0.0426289290766715,VHM: Nghị quyết HĐQT về việc giao dịch tổng thầu với bên có liên quan của Công ty
highest_realized_volatility,GNN Correlation Only,test,N054956,2025-12-22,VHM,debt_bond,positive,0.3333333333333333,0.0679965540766716,0.025367625,0.0426289290766715,Công bố thông tin tình hình thanh toán gốc lãi TP đáo hạn VHMB2325005
highest_realized_volatility,GNN Correlation Only,test,N054956,2025-12-22,VHM,debt_bond,positive,0.3333333333333333,0.0679965540766716,0.02536764,0.0426289140766716,Công bố thông tin tình hình thanh toán gốc lãi TP đáo hạn VHMB2325005
highest_realized_volatility,GNN Correlation Only,test,N054957,2025-12-22,VHM,project_contract,neutral,0.0,0.0679965540766716,0.02536764,0.0426289140766716,VHM: Nghị quyết HĐQT về việc giao dịch tổng thầu với bên có liên quan của Công ty
highest_realized_volatility,GNN Correlation Only,test,N049582,2025-08-19,VPB,market_industry,positive,1.0,0.0676737129688263,0.012918524,0.0547551889688262,Thị trường chứng quyền ngày 20/08/2025: Nhóm chứng quyền thuộc VPB bứt phá
